state_code,district_code,district_sort,district_label,candidate_count,major_party_candidate_count,total_itemized_receipts,tech_itemized_receipts,tech_itemized_donors,ie_support_total,ie_oppose_total,tech_funded_ie_support_total,tech_funded_ie_oppose_total,dem_tech_itemized_receipts,rep_tech_itemized_receipts,ie_net_support,tech_funded_ie_net_support,top_candidate_name,top_candidate_party,top_candidate_tech_itemized_receipts,dem_candidate_name,rep_candidate_name,other_candidate_names,pct_dem,pct_rep,party_label
GA,06,6,GA-06,7,7,265463,500,1.0,0,0,0,0,500,0,0,0,"MCBATH, LUCIA KAY MS.",D,500,"MCBATH, LUCIA KAY MS.","BAPTISTE, CRYSTAL SHAUNA",,100.0,0.0,D
GA,07,7,GA-07,6,6,209972,3750,2.0,0,0,0,0,250,3500,0,0,"MCCORMICK, RICHARD DEAN DR.",R,3500,"KOZYCKI, ANTHONY LAWRENCE","MCCORMICK, RICHARD DEAN DR.",,6.666666666666667,93.33333333333333,R
GA,08,8,GA-08,8,7,205707,250,1.0,0,0,0,0,0,250,0,0,"SCOTT, JAMES AUSTIN",R,250,"COOPER, JAMES L III","SCOTT, JAMES AUSTIN","DAVIS, ROMAN COLEY PFC",0.0,100.0,R
GA,09,9,GA-09,5,5,1057899,6600,1.0,18415,0,18415,0,0,6600,18415,18415,"CLYDE, ANDREW",R,6600,"ALEX, NICHOLAS FRANCIS MR.","CLYDE, ANDREW",,0.0,100.0,R
GA,10,10,GA-10,8,6,1517914,250,1.0,26638,0,0,0,0,250,26638,0,"GAINES, HOUSTON",R,250,"DELANCY, PAMELA MRS","GAINES, HOUSTON","JOHNSON-GREEN, TABITHA",0.0,100.0,R
GA,11,11,GA-11,18,17,153711,0,0.0,0,0,0,0,0,0,0,0,"ADKERSON, ROB",R,0,"HARDEN, CHRISTOPHER MATTHEW","ADKERSON, ROB","RICHOZ, NATALIE MARIE",,,Unknown
GA,12,12,GA-12,8,8,377544,0,0.0,0,0,0,0,0,0,0,0,"ALLEN, RICHARD W",R,0,"DIXON, ROBERT","ALLEN, RICHARD W",,,,Unknown
GA,13,13,GA-13,14,14,1029114,13200,20.0,0,0,0,0,13200,0,0,0,"BLAIR, EVERTON",D,12000,"BLAIR, EVERTON","BOURNE, PETER ALDWIN",,100.0,0.0,D
GA,14,14,GA-14,28,26,3719944,16070,15.0,1137988,26500,0,0,4870,11200,1111488,0,"GREENE, MARJORIE TAYLOR",R,9700,"HARRIS, SHAWN","GREENE, MARJORIE TAYLOR","RUSZKOWSKI ( RUSH ), ROB; UNDERWOOD, ANDREW PAUL",30.30491599253267,69.69508400746733,Mixed
GU,AL,0,GU-AL,2,2,25800,0,0.0,0,0,0,0,0,0,0,0,"LIMTIACO, ALICIA ANNE GARRIDO",D,0,"LIMTIACO, ALICIA ANNE GARRIDO","MOYLAN, JAMES C.",,,,Unknown
HI,01,1,HI-01,7,6,628633,7000,2.0,0,0,0,0,7000,0,0,0,"CASE, EDWARD",D,7000,"CASE, EDWARD","FRAZIER, MAXWELL",,100.0,0.0,D
HI,02,2,HI-02,2,2,374885,14000,2.0,0,0,0,0,14000,0,0,0,"TOKUDA, JILL NAOMI",D,14000,"TOKUDA, JILL NAOMI","AWA, BRENTON",,100.0,0.0,D
IA,01,1,IA-01,8,7,4020343,40134,20.0,40204,20875,0,13242,40134,0,19329,-13242,"BOHANNAN, CHRISTINA",D,26250,"BOHANNAN, CHRISTINA","MILLER-MEEKS, MARIANNETTE JANE","BRIDGFORD, MICHAEL",100.0,0.0,D
IA,02,2,IA-02,12,11,1725398,1750,4.0,885,0,0,0,1750,0,885,0,"JAMES, LINDSAY",D,1500,"JAMES, LINDSAY","MITCHELL, JOE","BUSHAW, DAVE",100.0,0.0,D
IA,03,3,IA-03,6,6,3186282,47450,16.0,0,2393,0,2393,26450,21000,-2393,-2393,"TRONE GARRIOTT, SARAH",D,22350,"TRONE GARRIOTT, SARAH","NUNN, ZACH",,55.74288724973656,44.25711275026343,Mixed
IA,04,4,IA-04,12,11,944456,2291,3.0,0,0,0,0,250,2041,0,0,"MCGOWAN, CHRIS",R,1041,"MELTON, RYAN MICHAEL APPLETON","MCGOWAN, CHRIS","DECKER, JERMAINE",10.912265386294195,89.0877346137058,R
ID,01,1,ID-01,7,5,297478,0,0.0,196,0,196,0,0,0,196,196,"FULCHER, RUSSELL",R,0,"BRUNGARDT, KENNETH FRANCIS JR","FULCHER, RUSSELL","GOMEZ, BRENDAN JOSEPH; ZABEL, SARAH",,,Unknown
ID,02,2,ID-02,9,7,459013,7000,1.0,0,0,0,0,0,7000,0,0,"SIMPSON, MICHAEL",R,7000,"GILBREATH, ELINOR","SIMPSON, MICHAEL","HOUSER, EMRE; HUTCHINSON, TRIPP CHARLES",0.0,100.0,R
IL,01,1,IL-01,7,7,215759,185,1.0,0,0,0,0,185,0,0,0,"JACKSON, JONATHAN",D,185,"JACKSON, JONATHAN","KOVAKA, BRIAN DAVID",,100.0,0.0,D
IL,02,2,IL-02,14,13,2907784,8002,8.0,3714791,817065,237625,0,8002,0,2897726,237625,"PETERS, ROBERT JAMES",D,4692,"PETERS, ROBERT JAMES","COLEMAN, CALVIN","BANKS, ASHLEY",100.0,0.0,D
IL,03,3,IL-03,4,4,721554,10882,4.0,0,0,0,0,10882,0,0,0,"RAMIREZ, DELIA",D,10882,"RAMIREZ, DELIA","OAKLEY, ANGEL",,100.0,0.0,D
IL,04,4,IL-04,8,3,365027,3500,5.0,0,0,0,0,0,0,0,0,"MACIAS, MAYRA",,3500,"GARCIA, JESUS","CASTILLO, LUPE","CHURCH, LINDSAY; GETTY, CHRISTOPHER ROMAN; MACIAS, MAYRA; SIGCHO LOPEZ, BYRON",,,Unknown
IL,05,5,IL-05,6,6,210700,0,0.0,0,0,0,0,0,0,0,0,"BISHOP, JONNY ANTONIO",D,0,"BISHOP, JONNY ANTONIO","HANSON, TOM",,,,Unknown
IL,06,6,IL-06,4,4,1132449,30,1.0,12097,0,0,0,30,0,12097,0,"CASTEN, SEAN",D,30,"CASTEN, SEAN","CONFORTI, NIKI",,100.0,0.0,D
IL,07,7,IL-07,24,21,4828949,19398,18.0,2666215,1803690,2442512,0,19398,0,862525,2442512,"FISHER, THOMAS DR.",D,12750,"FISHER, THOMAS DR.","KOPPIE, CHAD","TAYLOR, JABARI L",100.0,0.0,D
IL,08,8,IL-08,14,14,7158944,61653,42.0,4646977,0,25300,0,61653,0,4646977,25300,"KRISHNAMOORTHI, S. RAJA",D,29997,"KRISHNAMOORTHI, S. RAJA","DAVIS, JENNIFER",,100.0,0.0,D
IL,09,9,IL-09,28,27,9608559,111795,146.0,4528241,1314737,897103,0,111795,0,3213504,897103,"PYATI, NICK",D,44485,"PYATI, NICK","CLEVELAND, ROCIO MRS.","BARRERA, DELILA",100.0,0.0,D
IL,10,10,IL-10,3,2,1324282,7000,2.0,11352,0,0,0,7000,0,11352,0,"SCHNEIDER, BRADLEY S.",D,7000,"SCHNEIDER, BRADLEY S.",,"MINK, AUSTIN JAMES",100.0,0.0,D
IL,11,11,IL-11,7,5,808568,3500,1.0,0,0,0,0,3500,0,0,0,"FOSTER, G. WILLIAM (BILL)",D,3500,"FOSTER, G. WILLIAM (BILL)","BROWN, TEDORA M.","DURR, MATTHEW MR.; MCCASKILL, STACY",100.0,0.0,D
IL,12,12,IL-12,3,3,314766,0,0.0,0,0,0,0,0,0,0,0,"BOST, MICHAEL",R,0,"FORTIER, JULIE DR.","BOST, MICHAEL",,,,Unknown
IL,13,13,IL-13,5,5,1336785,5250,3.0,83860,0,0,0,5250,0,83860,0,"BUDZINSKI, NIKKI",D,5000,"BUDZINSKI, NIKKI","LOYD, JOSHUA",,100.0,0.0,D
IL,14,14,IL-14,5,5,1184081,19250,8.0,35,0,0,0,19250,0,35,0,"UNDERWOOD, LAUREN",D,19250,"UNDERWOOD, LAUREN","DAVIS, JED",,100.0,0.0,D
IL,15,15,IL-15,6,6,379702,6600,1.0,653,0,653,0,0,6600,653,653,"MILLER, MARY",R,6600,"BARNES, ANTHONY LAWRENCE","MILLER, MARY",,0.0,100.0,R
IL,16,16,IL-16,8,8,398139,11500,4.0,0,1040,0,0,0,11500,-1040,0,"LAHOOD, DARIN MCKAY",R,11500,"ALBRIGHT, JOE","LAHOOD, DARIN MCKAY",,0.0,100.0,R
IL,17,17,IL-17,6,5,983388,8280,4.0,156,0,0,0,8280,0,156,0,"SORENSEN, ERIC",D,8280,"SORENSEN, ERIC","BICKELHAUPT, JULIE",,100.0,0.0,D
IN,01,1,IN-01,7,7,765692,3000,3.0,53,0,0,0,3000,0,53,0,"MRVAN, FRANK J.",D,3000,"MRVAN, FRANK J.","RUIZ, DAVID BENYAMIN",,100.0,0.0,D
IN,02,2,IN-02,5,4,774152,1500,1.0,0,0,0,0,0,1500,0,0,"YAKYM, RUDY C. III",R,1500,"BEEBE, ERIC J","YAKYM, RUDY C. III","HENRY, WILLIAM ERIC",0.0,100.0,R
IN,03,3,IN-03,2,2,250005,8641,3.0,16,0,16,0,0,8641,16,16,"STUTZMAN, MARLIN A",R,8641,"THOMPSON, KELLY ELIZABETH","STUTZMAN, MARLIN A",,0.0,100.0,R
IN,04,4,IN-04,11,10,158459,0,0.0,0,0,0,0,0,0,0,0,"BAIRD, JAMES R DR.",R,0,"COX, DREW","BAIRD, JAMES R DR.",,,,Unknown
IN,05,5,IN-05,9,9,557667,500,1.0,0,0,0,0,0,500,0,0,"SPARTZ, VICTORIA",R,500,"COOPER, SAMUEL L","SPARTZ, VICTORIA",,0.0,100.0,R
IN,06,6,IN-06,8,8,106177,0,0.0,0,0,0,0,0,0,0,0,"ALT, RAYMOND EDWARD",D,0,"ALT, RAYMOND EDWARD","BROWN, SARAH JANISSE",,,,Unknown
IN,07,7,IN-07,7,7,314524,3666,3.0,0,0,0,0,3666,0,0,0,"CARSON, ANDRE",D,2166,"CARSON, ANDRE","MCAULEY, PATRICK",,100.0,0.0,D
IN,08,8,IN-08,6,5,184871,260,1.0,0,0,0,0,260,0,0,0,"ALLEN, MARY THERESA",D,260,"ALLEN, MARY THERESA","GEORGE, DANIEL OLSEN MR",,100.0,0.0,D
IN,09,9,IN-09,10,8,366241,3500,1.0,0,0,0,0,0,3500,0,0,"HOUCHIN, ERIN",R,3500,"DAVIDSON, JAMES LOGAN","HOUCHIN, ERIN","HUDSON, TONYA L; TAYLOR, FLOYD",0.0,100.0,R
KS,01,1,KS-01,4,3,226484,0,0.0,0,0,0,0,0,0,0,0,"MANN, TRACEY ROBERT",R,0,"MCROBERTS, KENNETH COLIN","MANN, TRACEY ROBERT",,,,Unknown
KS,02,2,KS-02,3,3,674429,3500,1.0,0,0,0,0,0,3500,0,0,"SCHMIDT, DEREK",R,3500,"COOVER, DON","SCHMIDT, DEREK",,0.0,100.0,R
KS,03,3,KS-03,5,5,1016675,1620,3.0,0,0,0,0,1620,0,0,0,"DAVIDS, SHARICE",D,1620,"DAVIDS, SHARICE","STANLEY, BLAKE",,100.0,0.0,D
KS,04,4,KS-04,9,8,184567,3500,1.0,0,0,0,0,0,3500,0,0,"ESTES, RON",R,3500,"CARMICHAEL, CHRIS","ESTES, RON","CATANESE, PAUL VINCENT",0.0,100.0,R
KY,01,1,KY-01,4,4,519383,0,0.0,0,0,0,0,0,0,0,0,"COMER, JAMES",R,0,"WILLIAMS, JOHN ANDREW","COMER, JAMES",,,,Unknown
KY,02,2,KY-02,7,7,1224660,96500,24.0,0,0,0,0,0,96500,0,0,"GUTHRIE, S. BRETT BRETT HON.",R,96500,"COMPTON, WILLIAM DAKOTA","GUTHRIE, S. BRETT BRETT HON.",,0.0,100.0,R
KY,03,3,KY-03,5,4,578389,2100,3.0,0,0,0,0,1100,0,0,0,"MCGARVEY, MORGAN",D,1100,"MCGARVEY, MORGAN","PAY, DONALD","DIALLO, OUMOU",100.0,0.0,D
KY,04,4,KY-04,10,10,2773585,17435,32.0,1006986,1823535,0,-1860,0,17435,-816549,1860,"MASSIE, THOMAS H.",R,13935,"BREWER, JESSE RUSSELL MR.","MASSIE, THOMAS H.",,0.0,100.0,R
KY,05,5,KY-05,9,7,225063,3500,1.0,0,0,0,0,0,3500,0,0,"ROGERS, HAROLD DALLAS",R,3500,"PILLERSDORF, NED","ROGERS, HAROLD DALLAS","WEIN, MIKEL",0.0,100.0,R
KY,06,6,KY-06,15,12,5377751,8658,17.0,0,0,0,0,7950,708,0,0,"PETREY, ERIN",D,4900,"PETREY, ERIN","GORDON, DEANNA","JAY, BOWMAN J; LYNCH, PETER SHAW KELLER DR.; QUIGLEY, ROBERT ALLEN",91.82259182259183,8.177408177408177,D
LA,01,1,LA-01,5,5,4427167,58325,12.0,0,0,0,0,0,58325,0,0,"SCALISE, STEVE MR",R,58325,"JEWETT, LAUREN","SCALISE, STEVE MR",,0.0,100.0,R
LA,02,2,LA-02,1,1,267862,500,1.0,0,0,0,0,500,0,0,0,"CARTER, TROY A. SR.",D,500,"CARTER, TROY A. SR.",,,100.0,0.0,D
LA,03,3,LA-03,3,3,42859,0,0.0,550,0,550,0,0,0,550,550,"HIGGINS, CLAY CAPTAIN",R,0,"DAY, JOHN DAVID","HIGGINS, CLAY CAPTAIN",,,,Unknown
LA,04,4,LA-04,5,5,5193178,4039,6.0,2,0,2,0,0,4039,2,2,"JOHNSON, JAMES MICHAEL",R,4039,"CABLE, CONRAD ROBERTS","JOHNSON, JAMES MICHAEL",,0.0,100.0,R
LA,05,5,LA-05,15,15,3283481,1000,1.0,0,0,0,0,0,1000,0,0,"LETLOW, JULIA",R,1000,"FOY, LARRY W","LETLOW, JULIA",,0.0,100.0,R
LA,06,6,LA-06,5,5,250480,0,0.0,0,0,0,0,0,0,0,0,"APPEANING, ANJANITA MONIQUE",R,0,"FIELDS, CLEO","APPEANING, ANJANITA MONIQUE",,,,Unknown
MA,01,1,MA-01,6,5,384121,3950,3.0,0,0,0,0,3950,0,0,0,"NEAL, RICHARD E",D,3500,"NEAL, RICHARD E",,"MILLERON, NADIA D",100.0,0.0,D
MA,02,2,MA-02,1,1,248375,1000,1.0,0,0,0,0,1000,0,0,0,"MCGOVERN, JAMES P",D,1000,"MCGOVERN, JAMES P",,,100.0,0.0,D
MA,03,3,MA-03,4,3,494274,0,0.0,0,0,0,0,0,0,0,0,"ADES, KEVIN",,0,"CLARK, GAIGE MS.","GROSSI, GARY J.","ADES, KEVIN",,,Unknown
MA,04,4,MA-04,7,5,1475486,46622,13.0,0,0,0,0,46622,0,0,0,"AUCHINCLOSS, JAKE",D,46622,"AUCHINCLOSS, JAKE","STALCUP, THOMAS PHD","CHASSE, STEVEN MICHAEL",100.0,0.0,D
MA,05,5,MA-05,2,2,690615,26800,12.0,0,0,0,0,26800,0,0,0,"CLARK, KATHERINE",D,26800,"CLARK, KATHERINE",,,100.0,0.0,D
MA,06,6,MA-06,12,12,4207860,34600,31.0,0,0,0,0,34600,0,0,0,"KOH, DANIEL ARRIGG",D,19500,"KOH, DANIEL ARRIGG","JONES, MICAH Q.",,100.0,0.0,D
MA,07,7,MA-07,2,1,340148,1665,4.0,0,0,0,0,1665,0,0,0,"PRESSLEY, AYANNA",D,1665,"PRESSLEY, AYANNA",,"LINARDON, KELECHI",100.0,0.0,D
MA,08,8,MA-08,5,4,667792,7950,6.0,0,0,0,0,7950,0,0,0,"ROATH, PATRICK THOMAS",D,7950,"ROATH, PATRICK THOMAS",,"HAMMOND, MICHAEL",100.0,0.0,D
MA,09,9,MA-09,3,3,240204,1500,1.0,0,0,0,0,1500,0,0,0,"KEATING, WILLIAM R",D,1500,"KEATING, WILLIAM R","MACALLISTER, ROBERT TYLER",,100.0,0.0,D
MD,01,1,MD-01,6,6,897821,250,1.0,1844,0,1844,0,250,0,1844,1844,"SCHWARTZ, DANIEL",D,250,"SCHWARTZ, DANIEL","HARRIS, ANDREW P",,100.0,0.0,D
MD,02,2,MD-02,7,7,419068,0,0.0,10,0,0,0,0,0,10,0,"OLSZEWSKI, JOHN ANTHONY JR.",D,0,"OLSZEWSKI, JOHN ANTHONY JR.","NNABU EZE, NNABU EZE",,,,Unknown
MD,03,3,MD-03,4,4,356660,2670,5.0,1646,0,0,0,2670,0,1646,0,"ELFRETH, SARAH KELLY",D,2670,"ELFRETH, SARAH KELLY","SEIER, FELIX MARK",,100.0,0.0,D
MD,04,4,MD-04,6,6,191411,500,1.0,0,0,0,0,500,0,0,0,"WHITE, JONATHAN",D,500,"WHITE, JONATHAN",,,100.0,0.0,D
MD,05,5,MD-05,23,21,355726,0,0.0,2850,0,0,0,0,0,2850,0,"HOYER, STENY",D,0,"HOYER, STENY","TALKINGTON, MICHELLE","HALL, MILDRED MARIE; JORDAN, BRIAN STEPHEN",,,Unknown
MD,06,6,MD-06,10,10,967721,0,0.0,3919,684,0,0,0,0,3235,0,"DELANEY, APRIL MCCLAIN",D,0,"DELANEY, APRIL MCCLAIN","HYSER, CHRIS",,,,Unknown
MD,07,7,MD-07,4,4,183004,0,0.0,0,0,0,0,0,0,0,0,"ANTHONY, HADLEY OPHELIA MS.",D,0,"ANTHONY, HADLEY OPHELIA MS.",,,,,Unknown
MD,08,8,MD-08,4,4,2006420,10204,12.0,3980,0,0,0,10204,0,3980,0,"RASKIN, JAMIE",D,10204,"RASKIN, JAMIE","MPAMBARA COX, K. ANITA",,100.0,0.0,D
ME,01,1,ME-01,7,7,118135,250,1.0,0,0,0,0,250,0,0,0,"ROBERTS, TIFFANY DANIELLE",D,250,"ROBERTS, TIFFANY DANIELLE","DUPREY, JOSHUA JAMES",,100.0,0.0,D
ME,02,2,ME-02,8,8,3258124,22251,11.0,0,0,0,0,22251,0,0,0,"GOLDEN, JARED",D,13499,"GOLDEN, JARED","CLARK, JAMES L.",,100.0,0.0,D
MI,01,1,MI-01,7,6,570610,7000,2.0,0,0,0,0,0,7000,0,0,"BERGMAN, JOHN",R,7000,"BARR, CALLIE","BERGMAN, JOHN","FEATHERLY, ZEBULON HART",0.0,100.0,R
MI,02,2,MI-02,7,7,631278,4000,1.0,0,0,0,0,0,4000,0,0,"MOOLENAAR, JOHN MR.",R,4000,"AMBROSE, BENJAMIN","MOOLENAAR, JOHN MR.",,0.0,100.0,R
MI,03,3,MI-03,6,6,1123966,0,0.0,133,0,0,0,0,0,133,0,"SCHOLTEN, HILLARY",D,0,"SCHOLTEN, HILLARY","CUSHMAN, RYAN",,,,Unknown
MI,04,4,MI-04,5,5,1437135,34083,9.0,0,0,0,0,3750,30333,0,0,"HUIZENGA, WILLIAM P",R,30333,"SWARTZ, JESSICA","HUIZENGA, WILLIAM P",,11.002552592201392,88.99744740779862,R
MI,05,5,MI-05,2,2,789387,520,1.0,0,0,0,0,0,520,0,0,"WALBERG, TIMOTHY L REP",R,520,"VUKASOVICH, CHRISTIAN A","WALBERG, TIMOTHY L REP",,0.0,100.0,R
MI,06,6,MI-06,4,4,216515,0,0.0,0,0,0,0,0,0,0,0,"CLOUTIER, JASON PATRICK",D,0,"CLOUTIER, JASON PATRICK","SMITH, RICHARD",,,,Unknown
MI,07,7,MI-07,8,7,3078827,17750,11.0,50987,5907,0,5907,17750,0,45080,-5907,"BRINK,, BRIDGET",D,9000,"BRINK,, BRIDGET","BARRETT, THOMAS MORE",,100.0,0.0,D
MI,08,8,MI-08,3,3,1835435,28678,16.0,179,0,0,0,28678,0,179,0,"MCDONALD RIVET, KRISTEN",D,28678,"MCDONALD RIVET, KRISTEN","HASSAN, AMIR",,100.0,0.0,D
MI,09,9,MI-09,6,4,1089965,5500,3.0,3500,0,0,0,0,5500,3500,0,"MCCLAIN, LISA",R,5500,"CLARK, WYATT BRONSON","MCCLAIN, LISA",,0.0,100.0,R
MI,10,10,MI-10,15,15,3749508,33473,37.0,0,0,0,0,33473,0,0,0,"CHUNG, ERIC",D,20623,"CHUNG, ERIC","ELLIOTT, STEVEN",,100.0,0.0,D
MI,11,11,MI-11,12,11,2067384,17150,11.0,381,0,0,0,17150,0,381,0,"UFFORD, DON",D,10100,"UFFORD, DON","BAKER, ETHAN D","KUMAR, ANIL DR.",100.0,0.0,D
MI,12,12,MI-12,4,4,1000800,39398,29.0,0,0,0,0,39398,0,0,0,"TLAIB, RASHIDA",D,39398,"TLAIB, RASHIDA",,,100.0,0.0,D
MI,13,13,MI-13,11,9,678241,1700,6.0,100,0,100,0,1700,0,100,100,"HOLLIER, ADAM",D,750,"HOLLIER, ADAM","BOMER, ARTICIA","MORTON, MAURICE GERARD; WILCOXON, D.ETTA DR.",100.0,0.0,D
MN,01,1,MN-01,5,1,773854,8900,10.0,0,0,0,0,0,1500,0,0,"JOHNSON, JACOB",,7400,,"FINSTAD, BRAD","JOHNSON, JACOB; MORLAN, OLIVER RODERICK; SMITH, ANDY; YOUNGERBERG, LUCAS TODD",0.0,100.0,R
MN,02,2,MN-02,9,4,1835070,7360,3.0,0,0,0,0,7000,0,0,0,"CRAIG, ANGELA DAWN",D,7000,"CRAIG, ANGELA DAWN","KISTNER, TYLER","BERG, KAELA JO; LITTLE, MATT; MCTAVISH, HUGH; STEFANKO, MICHAEL",100.0,0.0,D
MN,03,3,MN-03,3,2,592390,0,0.0,0,0,0,0,0,0,0,0,"BASS, TYLER MICHAEL",R,0,,"BASS, TYLER MICHAEL","MORRISON, KELLY LOUISE",,,Unknown
MN,04,4,MN-04,4,3,529735,3500,1.0,0,0,0,0,3500,0,0,0,"MCCOLLUM, BETTY",D,3500,"MCCOLLUM, BETTY","WIKSTROM, PAUL","RAHMAN, ASWAR",100.0,0.0,D
MN,05,5,MN-05,7,5,1301130,20516,23.0,3784,0,3736,0,0,30,3784,3736,"OMAR, ILHAN",,20486,"LE, JULIE T","AL-AQIDI, DALIA","JACKSON, DEVELLE LAVAUGHN MR.; OMAR, ILHAN",0.0,100.0,R
MN,06,6,MN-06,8,2,3482226,77113,11.0,0,0,0,0,0,77113,0,0,"EMMER, THOMAS EARL JR.",R,77113,,"EMMER, THOMAS EARL JR.","AMBERSON, ANSON; CHAPIN, DOUG; DOSS, KELLY; GRANDY, SIERRA MARIE; WICKLUND, JEREMY; WINKELMAN, AUSTIN DANIEL",0.0,100.0,R
MN,07,7,MN-07,5,2,321282,0,0.0,0,0,0,0,0,0,0,0,"ADAMS, JARED",,0,,"FISCHBACH, MICHELLE","ADAMS, JARED; KEELER, HEATHER; OSBERG, ERIK",,,Unknown
MN,08,8,MN-08,9,2,499788,0,0.0,0,0,0,0,0,0,0,0,"ANASTOS, EMANUEL",,0,"GULBRANSON, LUKE","STAUBER, PETER ALLEN","ANASTOS, EMANUEL; CRAMER, CYLE; MCBRIDE, JOHN-PAUL 2183436597; MCKENNA, CHAD; SMITH, WENDELL ROBERT; SWANSON, TRINA",,,Unknown
MO,01,1,MO-01,4,4,1357124,1000,2.0,16737,-22643,16737,-22643,1000,0,39380,39380,"BUSH, CORI",D,1000,"BUSH, CORI",,,100.0,0.0,D
MO,02,2,MO-02,9,8,1319246,12500,3.0,0,72,0,0,12500,0,-72,0,"VIVIO, NICHOLAS",D,9000,"VIVIO, NICHOLAS","GRANT, MATTHEW R","KIEHNE, JOHN",100.0,0.0,D
MO,03,3,MO-03,8,8,494427,750,3.0,8,1662,8,0,250,500,-1654,8,"ONDER, ROBERT FOR JR.",R,250,"MANN, BETHANY","ONDER, ROBERT FOR JR.",,33.33333333333333,66.66666666666666,Mixed
MO,04,4,MO-04,6,6,556737,0,0.0,0,0,0,0,0,0,0,0,"ALFORD, MARK",R,0,"DANA, RICKY MR","ALFORD, MARK",,,,Unknown
MO,05,5,MO-05,9,8,146838,0,0.0,0,0,0,0,0,0,0,0,"HUEFFMEIER, BRETT",R,0,"CLEAVER, EMANUEL II","HUEFFMEIER, BRETT",,,,Unknown
MO,06,6,MO-06,9,9,552938,2000,1.0,0,0,0,0,0,2000,0,0,"GRAVES, SAMUEL B. JR.",R,2000,"LEVINE, MATTHEW","GRAVES, SAMUEL B. JR.",,0.0,100.0,R
MO,07,7,MO-07,4,4,261559,6600,1.0,630,0,630,0,0,6600,630,630,"BURLISON, ERIC",R,6600,"HESKETH, MISSI","BURLISON, ERIC",,0.0,100.0,R
MO,08,8,MO-08,6,6,3007360,79750,13.0,0,0,0,0,0,79750,0,0,"SMITH, JASON T",R,79750,"BARNITZ, FRANK A","SMITH, JASON T",,0.0,100.0,R
MS,01,1,MS-01,4,4,580603,3500,1.0,0,0,0,0,0,3500,0,0,"KELLY, JOHN TRENT",R,3500,"BUCK, KELVIN ONEAL MR","KELLY, JOHN TRENT",,0.0,100.0,R
MS,02,2,MS-02,5,4,218499,500,1.0,10,0,0,0,500,0,10,0,"TURNAGE, EVAN",D,500,"TURNAGE, EVAN","ELLER, RON","FOSTER, BENNIE",100.0,0.0,D
MS,03,3,MS-03,5,3,420768,6950,8.0,0,0,0,0,1200,5750,0,0,"GUEST, MICHAEL PATRICK",R,5750,"CHIARADIO, MICHAEL ALEXIS","GUEST, MICHAEL PATRICK","KIEHLE, ERIK; MCINNISH, SHAUN",17.26618705035971,82.73381294964028,R
MS,04,4,MS-04,6,4,326629,3500,1.0,0,0,0,0,0,3500,0,0,"EZELL, WALTER MICHAEL",R,3500,"BLACKMAN, PAUL JAMES MR","EZELL, WALTER MICHAEL","CARL, BOYANTON LESTER",0.0,100.0,R
MT,01,1,MT-01,7,7,1766803,21117,12.0,0,0,0,0,2267,18850,0,0,"ZINKE, RYAN K",R,18850,"CLEVELAND, RUSSELL TYLER","ZINKE, RYAN K",,10.735426433679027,89.26457356632098,R
MT,02,2,MT-02,6,4,359924,1000,1.0,0,0,0,0,0,1000,0,0,"DOWNING, TROY",R,1000,"LUX, SAM","DOWNING, TROY","EISENHAUER, MICHAEL D. DR.; MCCRACKEN, PATRICK NEAL MR.",0.0,100.0,R
NC,01,1,NC-01,8,7,2199990,24561,13.0,655005,365,0,0,24050,511,654640,0,"DAVIS, DON",D,24050,"DAVIS, DON","BUCKHOUT, LAURIE",,97.91946581979562,2.0805341802043893,D
NC,02,2,NC-02,4,3,678300,10462,5.0,10,0,0,0,10462,0,10,0,"ROSS, DEBORAH",D,10462,"ROSS, DEBORAH","DOUGLASS, EUGENE FARLEY DR.",,100.0,0.0,D
NC,03,3,NC-03,7,6,940821,500,1.0,0,0,0,0,500,0,0,0,"JASLOW, ALLISON",D,500,"JASLOW, ALLISON","AYERS, AUSTIN JAY",,100.0,0.0,D
NC,04,4,NC-04,5,4,567424,18000,7.0,1693974,13500,501000,13500,18000,0,1680474,487500,"FOUSHEE, VALERIE",D,14850,"FOUSHEE, VALERIE","GANORKAR, MAHESH",,100.0,0.0,D
NC,05,5,NC-05,8,6,962719,750,2.0,0,0,0,0,500,0,0,0,"HUBBARD, CHUCK",D,500,"HUBBARD, CHUCK","FOXX, VIRGINIA ANN","CLAYTON, DAVID",100.0,0.0,D
NC,06,6,NC-06,7,6,583094,0,0.0,0,0,0,0,0,0,0,0,"BLAIR, BEAU",D,0,"BLAIR, BEAU","MCDOWELL, ADDISON","HAGER, JOSHUA ISAAC",,,Unknown
NC,07,7,NC-07,5,3,525514,650,2.0,0,0,0,0,650,0,0,0,"HARDY, KIMBERLY DR.",D,650,"HARDY, KIMBERLY DR.","ROUZER, DAVID","ABU-GHAZALAH, MAAD; HENRY, MICHAEL JAMES",100.0,0.0,D
NC,08,8,NC-08,6,6,974722,13450,3.0,195,0,195,0,250,13200,195,195,"HARRIS, MARK E",R,6600,"OPPENHEIM, JESSE","HARRIS, MARK E",,1.858736059479554,98.14126394052045,R
NC,09,9,NC-09,6,5,1984359,6931,6.0,0,0,0,0,1931,5000,0,0,"HUDSON, RICHARD L. JR.",R,5000,"OJEDA, RICHARD N.","HUDSON, RICHARD L. JR.","HUNTER-HEROD, TITA L MRS.",27.86033761361997,72.13966238638004,R
