state_code,district_code,district_sort,district_label,candidate_count,major_party_candidate_count,total_itemized_receipts,tech_itemized_receipts,tech_itemized_donors,ie_support_total,ie_oppose_total,tech_funded_ie_support_total,tech_funded_ie_oppose_total,dem_tech_itemized_receipts,rep_tech_itemized_receipts,ie_net_support,tech_funded_ie_net_support,top_candidate_name,top_candidate_party,top_candidate_tech_itemized_receipts,dem_candidate_name,rep_candidate_name,other_candidate_names,pct_dem,pct_rep,party_label
FL,28,28,FL-28,6,5,926516,3500,3.0,628,0,0,0,3500,0,628,0,"EHR, PHIL",D,3500,"EHR, PHIL","GIMENEZ, CARLOS",,100.0,0.0,D
GA,01,1,GA-01,5,3,631495,0,0.0,0,0,0,0,0,0,0,0,"GRIGGS, JOYCE MARIE",,0,"HEWITT, PATTI","CARTER, EARL LEROY","GRIGGS, JOYCE MARIE",,,Unknown
GA,02,2,GA-02,8,6,736261,5167,4.0,24274,0,0,0,5167,0,24274,0,"BISHOP, SANFORD",D,5167,"BISHOP, SANFORD","HAND, CHUCK",,100.0,0.0,D
GA,03,3,GA-03,13,12,2460959,7401,5.0,2485006,129172,437067,41859,0,7401,2355834,395208,"JACK, BRIAN",R,4101,"ALMONORD, VALBRUN","JACK, BRIAN","CANTRELL, GEORGE ALLEN",0.0,100.0,R
GA,04,4,GA-04,3,2,128216,1000,1.0,505,0,457,0,1000,0,505,457,"JOHNSON, HENRY C. 'HANK'",D,1000,"JOHNSON, HENRY C. 'HANK'","YU, EUGENE CHIN MR.","POSTELL, ANSEL",100.0,0.0,D
GA,05,5,GA-05,3,3,325357,3300,1.0,1827,0,1405,0,3300,0,1827,1405,"WILLIAMS, NIKEMA N.",D,3300,"WILLIAMS, NIKEMA N.",,,100.0,0.0,D
GA,06,6,GA-06,6,5,1482672,11720,11.0,117444,0,101882,0,11720,0,117444,101882,"MCBATH, LUCIA KAY MS.",D,10250,"MCBATH, LUCIA KAY MS.","CRISWELL, JEFFERSON EDWARD","DESVIGNES, ELFREDA",100.0,0.0,D
GA,07,7,GA-07,9,8,926834,7850,3.0,15062,38,0,0,0,7850,15024,0,"MCCORMICK, RICHARD DEAN DR.",R,7850,"CHRISTIAN, ROBERT FRANKLIN MR. III","MCCORMICK, RICHARD DEAN DR.",,0.0,100.0,R
GA,08,8,GA-08,4,4,501076,0,0.0,11996,0,0,0,0,0,11996,0,"BUTLER, DARRIUS MAURICE",D,0,"BUTLER, DARRIUS MAURICE","SCOTT, JAMES AUSTIN",,,,Unknown
GA,09,9,GA-09,4,4,383093,1000,1.0,2207,0,2207,0,0,1000,2207,2207,"CLYDE, ANDREW",R,1000,"CASH, TAMBREI","CLYDE, ANDREW",,0.0,100.0,R
GA,10,10,GA-10,4,3,657448,600,1.0,0,0,0,0,600,0,0,0,"DOHERTY, ALEXANDRA JANE",D,600,"DOHERTY, ALEXANDRA JANE","COLLINS, MICHAEL A JR",,100.0,0.0,D
GA,11,11,GA-11,5,5,241866,0,0.0,0,0,0,0,0,0,0,0,"DAZA-FERNANDEZ, ANTONIO MIGUEL",D,0,"DAZA-FERNANDEZ, ANTONIO MIGUEL","LOUDERMILK, BARRY",,,,Unknown
GA,12,12,GA-12,5,5,614170,0,0.0,0,0,0,0,0,0,0,0,"JOHNSON, ELIZABETH",D,0,"JOHNSON, ELIZABETH","ALLEN, RICHARD W",,,,Unknown
GA,13,13,GA-13,10,10,587412,1600,3.0,174690,38,100919,0,1600,0,174652,100919,"FLOWERS, MARCUS",D,1600,"FLOWERS, MARCUS","CHAVEZ, JONATHAN",,100.0,0.0,D
GA,14,14,GA-14,8,8,3686680,10327,20.0,1052,11616,1052,1250,5000,5327,-10564,-198,"GREENE, MARJORIE TAYLOR",R,5327,"HARRIS, SHAWN","GREENE, MARJORIE TAYLOR",,48.41677156967174,51.58322843032826,Mixed
GU,AL,0,GU-AL,4,4,795213,0,0.0,0,0,0,0,0,0,0,0,"CRUZ, GINGER",D,0,"CRUZ, GINGER","MOYLAN, JAMES C.",,,,Unknown
HI,01,1,HI-01,4,3,133753,4300,2.0,1060,0,0,0,4300,0,1060,0,"CASE, EDWARD",D,4300,"CASE, EDWARD","LARGEY, PATRICK","GRIFFIN, CALVIN",100.0,0.0,D
HI,02,2,HI-02,5,3,598456,0,0.0,954,0,0,0,0,0,954,0,"TOKUDA, JILL NAOMI",D,0,"TOKUDA, JILL NAOMI","BOND, STEVEN R.",,,,Unknown
IA,01,1,IA-01,5,3,6425958,61095,27.0,2826241,11421683,1391948,10488617,61095,0,-8595442,-9096669,"BOHANNAN, CHRISTINA",D,61095,"BOHANNAN, CHRISTINA","MILLER-MEEKS, MARIANNETTE JANE","GLUBA, NICHOLAS; JONES, STEPHANIE",100.0,0.0,D
IA,02,2,IA-02,5,4,2660036,10200,3.0,87676,0,37300,0,0,10200,87676,37300,"ARENHOLZ, ASHLEY HINSON",R,10200,"ALBERTSON-CORKERY, SARAH ELAINE","ARENHOLZ, ASHLEY HINSON","PUFFETT, JODY MARIE",0.0,100.0,R
IA,03,3,IA-03,6,4,5564146,59021,41.0,3987010,11066175,3588388,9155063,40071,18950,-7079165,-5566675,"BACCAM, LANON",D,40071,"BACCAM, LANON","NUNN, ZACH","BATTAGLIA, MARCO; WIEDERIEN, JOSEPH MICHAEL",67.8927839243659,32.1072160756341,Mixed
IA,04,4,IA-04,4,4,1628568,6800,5.0,76864,222,0,0,1000,5800,76642,0,"FEENSTRA, RANDALL",R,5800,"MELTON, RYAN MICHAEL APPLETON","FEENSTRA, RANDALL",,14.705882352941178,85.29411764705883,R
ID,01,1,ID-01,4,2,311923,300,1.0,565,0,565,0,0,300,565,565,"FULCHER, RUSSELL",R,300,"PETERSON, KAYLEE JADE","FULCHER, RUSSELL","GOMEZ, BRENDAN JOSEPH",0.0,100.0,R
ID,02,2,ID-02,8,5,738426,10400,3.0,198016,0,25000,0,0,10400,198016,25000,"SIMPSON, MICHAEL",R,10400,"GRAYSON, RICHARD","SIMPSON, MICHAEL","LAW, IDAHO",0.0,100.0,R
IL,01,1,IL-01,4,4,317400,3050,3.0,0,0,0,0,3050,0,0,0,"JACKSON, JONATHAN",D,3050,"JACKSON, JONATHAN",,,100.0,0.0,D
IL,02,2,IL-02,3,3,576752,5250,4.0,2937,0,0,0,5250,0,2937,0,"KELLY, ROBIN",D,5250,"KELLY, ROBIN","RAMOS, ASHLEY",,100.0,0.0,D
IL,03,3,IL-03,2,2,553242,3000,1.0,517,0,0,0,3000,0,517,0,"RAMIREZ, DELIA",D,3000,"RAMIREZ, DELIA","BOORAS, JOHN MR.",,100.0,0.0,D
IL,04,4,IL-04,3,2,414849,0,0.0,10,0,0,0,0,0,10,0,"GARCIA, JESUS",D,0,"GARCIA, JESUS",,,,,Unknown
IL,05,5,IL-05,4,4,361199,0,0.0,10,0,0,0,0,0,10,0,"QUIGLEY, MIKE",D,0,"QUIGLEY, MIKE","HANSON, TOM",,,,Unknown
IL,06,6,IL-06,5,5,1932994,2345,4.0,64532,0,64522,0,2345,0,64532,64522,"AHMAD, MAHNOOR",D,1650,"AHMAD, MAHNOOR","CONFORTI, NIKI",,100.0,0.0,D
IL,07,7,IL-07,8,8,1652242,12489,25.0,49140,487329,0,487329,12489,0,-438189,-487329,"COLLINS, KINA",D,8839,"COLLINS, KINA","KOPPIE, CHAD",,100.0,0.0,D
IL,08,8,IL-08,4,3,7730305,82856,39.0,10,0,0,0,82856,0,10,0,"KRISHNAMOORTHI, S. RAJA",D,82856,"KRISHNAMOORTHI, S. RAJA","RICE, MARK","BRISENO, JORGE ALBERTO",100.0,0.0,D
IL,09,9,IL-09,3,3,897379,500,1.0,10,0,0,0,500,0,10,0,"SCHAKOWSKY, JANICE D",D,500,"SCHAKOWSKY, JANICE D","COHEN, SETH ALAN",,100.0,0.0,D
IL,10,10,IL-10,5,3,2644069,4968,2.0,11873,27037,0,0,4968,0,-15164,0,"SCHNEIDER, BRADLEY S.",D,4968,"SCHNEIDER, BRADLEY S.","CARRIS, JIM","MINK, AUSTIN JAMES; SEVERINO, JOSEPH",100.0,0.0,D
IL,11,11,IL-11,8,7,2999843,27037,24.0,103207,28100,103156,0,27037,0,75107,103156,"RASHID, QASIM",D,15687,"RASHID, QASIM","BANSAL, KRISHNA K","NEWMAN, CHANCE WILLIAM",100.0,0.0,D
IL,12,12,IL-12,4,4,1605782,0,0.0,138786,19639,19257,0,0,0,119147,19257,"BOST, MICHAEL",R,0,"NELSON, PRESTON","BOST, MICHAEL",,,,Unknown
IL,13,13,IL-13,5,5,2484857,6466,4.0,635418,0,585174,0,6466,0,635418,585174,"BUDZINSKI, NIKKI",D,6466,"BUDZINSKI, NIKKI","CLATTERBUCK, THOMAS",,100.0,0.0,D
IL,14,14,IL-14,6,6,2980957,19795,23.0,197,0,0,0,19795,0,197,0,"UNDERWOOD, LAUREN",D,19795,"UNDERWOOD, LAUREN","DOREY, KRYSTAL",,100.0,0.0,D
IL,15,15,IL-15,2,2,580693,0,0.0,11372,0,2208,0,0,0,11372,2208,"MILLER, MARY",R,0,"GAITHER, KEVIN","MILLER, MARY",,,,Unknown
IL,16,16,IL-16,1,1,821060,7900,4.0,10989,0,0,0,0,7900,10989,0,"LAHOOD, DARIN MCKAY",R,7900,,"LAHOOD, DARIN MCKAY",,0.0,100.0,R
IL,17,17,IL-17,4,4,3614148,42577,22.0,1352493,256785,1351867,256785,42577,0,1095708,1095082,"SORENSEN, ERIC",D,42577,"SORENSEN, ERIC","MCGRAW, JOE",,100.0,0.0,D
IN,01,1,IN-01,10,6,2110846,7350,3.0,165156,12,133203,12,7350,0,165144,133191,"MRVAN, FRANK J.",D,7350,"MRVAN, FRANK J.","NIEMEYER, RANDELL C.","FORD, TIFFANY SHAWN; MISKUS, DAKOTAH",100.0,0.0,D
IN,02,2,IN-02,7,2,1011757,0,0.0,0,0,0,0,0,0,0,0,"HENRY, WILLIAM E.",,0,"CAMP, LORI ANN MS.","YAKYM, RUDY C. III","HENRY, WILLIAM E.; HENRY, WILLIAM ERIC; YOUNG, MICHAEL",,,Unknown
IN,03,3,IN-03,15,14,1319845,500,2.0,825493,765656,0,765656,0,500,59837,-765656,"DAVIS, WENDY",R,500,"ADOLPH, KILEY DR.","DAVIS, WENDY","LANCASTER, JARRAD RAY MR",0.0,100.0,R
IN,04,4,IN-04,7,6,267652,500,1.0,0,0,0,0,500,0,0,0,"GIRN, RIMPI KAUR",D,500,"GIRN, RIMPI KAUR","BAIRD, JAMES R DR.",,100.0,0.0,D
IN,05,5,IN-05,16,14,2242515,500,1.0,384959,122500,334959,0,0,500,262459,334959,"ENGLING, MAX",R,500,"PFENNINGER, RYAN SETH MR.","ENGLING, MAX","SHILLINGS, LAURI; SLAUGHTER, ROBBY G",0.0,100.0,R
IN,06,6,IN-06,12,11,999390,5000,1.0,255573,426,216775,426,0,5000,255147,216349,"MAHANT, SIDDHARTH",R,5000,"WIRTH, CYNTHIA","MAHANT, SIDDHARTH",,0.0,100.0,R
IN,07,7,IN-07,9,8,391158,1250,3.0,10,0,0,0,750,500,10,0,"CARSON, ANDRE",D,750,"CARSON, ANDRE","WHITLEY, GABRIEL MATHEW","JOHNSON, RUSTY MR",60.0,40.0,Mixed
IN,08,8,IN-08,14,13,1196149,0,0.0,1969456,77685,0,0,0,0,1891771,0,"MESSMER, MARK MR.",R,0,"HURT, ERIK DAVID MR.","MESSMER, MARK MR.",,,,Unknown
IN,09,9,IN-09,6,5,584813,25049,10.0,10,0,0,0,750,24299,10,0,"HOUCHIN, ERIN",R,24299,"PECK, TIMOTHY","HOUCHIN, ERIN","BROOKSBANK, RUSSELL",2.9941315022555792,97.00586849774442,R
KS,01,1,KS-01,3,3,449696,1000,2.0,3690,0,0,0,0,1000,3690,0,"MANN, TRACEY ROBERT",R,1000,"BUSKIRK, PAUL","MANN, TRACEY ROBERT",,0.0,100.0,R
KS,02,2,KS-02,12,11,1809940,750,2.0,406954,71143,218248,31875,250,500,335811,186373,"SCHMIDT, DEREK",R,500,"KLEINMANN, MATTHEW RYAN","SCHMIDT, DEREK",,33.33333333333333,66.66666666666666,Mixed
KS,03,3,KS-03,5,4,4380664,29835,20.0,93246,322140,0,322140,29835,0,-228894,-322140,"DAVIDS, SHARICE",D,29835,"DAVIDS, SHARICE","REDDY, PRASANTH DR.","ROBERTS, STEVE E",100.0,0.0,D
KS,04,4,KS-04,3,3,404244,6300,5.0,4155,0,0,0,0,6300,4155,0,"ESTES, RON",R,6300,"FREEMAN, ESAU A","ESTES, RON",,0.0,100.0,R
KY,01,1,KY-01,2,2,3162325,17111,7.0,2340,0,2340,0,0,17111,2340,2340,"COMER, JAMES",R,17111,"MARSHALL, ERIN","COMER, JAMES",,0.0,100.0,R
KY,02,2,KY-02,3,3,927189,25000,9.0,0,0,0,0,0,25000,0,0,"GUTHRIE, S. BRETT HON.",R,25000,"COMPTON, WILLIAM DAKOTA","GUTHRIE, S. BRETT HON.",,0.0,100.0,R
KY,03,3,KY-03,8,6,1093858,2500,1.0,2057,0,1924,0,2500,0,2057,1924,"MCGARVEY, MORGAN",D,2500,"MCGARVEY, MORGAN","CRAVEN , MIKE","COBBLE, DANIEL; RANDALL, JA",100.0,0.0,D
KY,04,4,KY-04,5,4,849508,13554,12.0,561109,319783,13,319783,0,13554,241326,-319770,"MASSIE, THOMAS H.",R,13554,"LEHMAN, MATTHEW","MASSIE, THOMAS H.",,0.0,100.0,R
KY,05,5,KY-05,6,5,587744,6600,1.0,0,0,0,0,0,6600,0,0,"ROGERS, HAROLD DALLAS",R,6600,,"ROGERS, HAROLD DALLAS","MAZUR, STEVE",0.0,100.0,R
KY,06,6,KY-06,7,6,2218357,16500,5.0,106708,0,0,0,0,16500,106708,0,"BARR, GARLAND ANDY",R,16500,"CRAVENS, MAURICE RANDALL II","BARR, GARLAND ANDY",,0.0,100.0,R
LA,01,1,LA-01,6,5,15623391,78150,11.0,693,0,0,0,1250,76900,693,0,"SCALISE, STEVE MR",R,76900,"MANUEL, MEL INARI","SCALISE, STEVE MR",,1.599488163787588,98.40051183621242,R
LA,02,2,LA-02,7,7,1184101,5750,5.0,827,0,0,0,5750,0,827,0,"CARTER, TROY A. SR.",D,5750,"CARTER, TROY A. SR.","LYNCH, CHRISTY MS",,100.0,0.0,D
LA,03,3,LA-03,4,4,216844,0,0.0,813,0,813,0,0,0,813,813,"HIGGINS, CLAY CAPTAIN",R,0,"GONZALEZ, PRISCILLA","HIGGINS, CLAY CAPTAIN",,,,Unknown
LA,04,4,LA-04,2,2,6254350,5822,8.0,323,13143,300,1500,0,5822,-12820,-1200,"JOHNSON, JAMES MICHAEL",R,5822,,"JOHNSON, JAMES MICHAEL",,0.0,100.0,R
LA,05,5,LA-05,4,3,935038,3300,1.0,23,0,0,0,0,3300,23,0,"LETLOW, JULIA",R,3300,"VALLIEN, MICHAEL JR.","LETLOW, JULIA","SYKES, JEFFREY",0.0,100.0,R
LA,06,6,LA-06,9,9,2689695,4050,3.0,322253,0,0,0,250,3800,322253,0,"GRAVES, GARRET",R,3800,"FIELDS, CLEO","GRAVES, GARRET",,6.172839506172839,93.82716049382715,R
MA,01,1,MA-01,5,3,971924,13400,5.0,0,0,0,0,10250,0,0,0,"NEAL, RICHARD E",D,10250,"NEAL, RICHARD E","WALKER, CHASE","CELATA, ANTHONY PATRICK MR.; MILLERON, NADIA D",100.0,0.0,D
MA,02,2,MA-02,3,2,564905,1500,2.0,25,0,0,0,1500,0,25,0,"MCGOVERN, JAMES P",D,1500,"MCGOVERN, JAMES P","SOSSA-PAQUETTE, JEFF","SHEA, CORNELIUS",100.0,0.0,D
MA,03,3,MA-03,3,3,1024705,1000,1.0,0,0,0,0,1000,0,0,0,"TRAHAN, LORI",D,1000,"TRAHAN, LORI","HASAN, SYED",,100.0,0.0,D
MA,04,4,MA-04,1,1,1970970,35500,6.0,14279,0,0,0,35500,0,14279,0,"AUCHINCLOSS, JAKE",D,35500,"AUCHINCLOSS, JAKE",,,100.0,0.0,D
MA,05,5,MA-05,3,3,1744502,60500,16.0,10,0,0,0,60500,0,10,0,"CLARK, KATHERINE",D,60500,"CLARK, KATHERINE",,,100.0,0.0,D
MA,06,6,MA-06,1,1,1681280,7850,4.0,12967,0,0,0,7850,0,12967,0,"MOULTON, SETH",D,7850,"MOULTON, SETH",,,100.0,0.0,D
MA,07,7,MA-07,1,1,734086,4995,6.0,2003,11752,0,0,4995,0,-9749,0,"PRESSLEY, AYANNA",D,4995,"PRESSLEY, AYANNA",,,100.0,0.0,D
MA,08,8,MA-08,5,5,276235,0,0.0,0,0,0,0,0,0,0,0,"BURKE, ROBERT G.",R,0,"LYNCH, STEPHEN","BURKE, ROBERT G.",,,,Unknown
MA,09,9,MA-09,2,2,274766,6250,1.0,0,0,0,0,6250,0,0,0,"KEATING, WILLIAM R",D,6250,"KEATING, WILLIAM R","SULLIVAN, DAN",,100.0,0.0,D
MD,01,1,MD-01,9,6,701604,0,0.0,2039,9,2039,9,0,0,2030,2030,"HARRIS, ANDREW P",R,0,"OLUWADARE, BLESSING T","HARRIS, ANDREW P","OBRIEN, JOSHUA",,,Unknown
MD,02,2,MD-02,13,11,1557831,5235,11.0,211511,9,2125,9,5235,0,211502,2116,"RUPPERSBERGER, C. A. DUTCH",D,2900,"RUPPERSBERGER, C. A. DUTCH","KLACIK, KIMBERLY","SIGMON, MICHAEL RAY",100.0,0.0,D
MD,03,3,MD-03,39,38,4902414,17191,25.0,4373631,9,4359586,9,17191,0,4373622,4359577,"DUNN, HARRY",D,8152,"DUNN, HARRY","BAKER, ARTHUR",,100.0,0.0,D
MD,04,4,MD-04,5,5,43465,0,0.0,0,0,0,0,0,0,0,0,"COKER, ELIJAH MX",D,0,"COKER, ELIJAH MX",,,,,Unknown
MD,05,5,MD-05,6,6,827588,1000,1.0,10,9,0,9,1000,0,1,-9,"HOYER, STENY",D,1000,"HOYER, STENY","TALKINGTON, MICHELLE",,100.0,0.0,D
MD,06,6,MD-06,29,27,4042011,6746,16.0,681415,398091,435815,166503,5037,1709,283324,269312,"VOGEL, JOSEPH",D,2487,"VOGEL, JOSEPH","ROYALS, TOM",,74.66646901867774,25.333530981322266,D
MD,07,7,MD-07,8,5,170191,0,0.0,10,0,0,0,0,0,10,0,"MFUME, KWEISI",D,0,"MFUME, KWEISI","MCNEAL, WAYNE","SCOTT, MICHAEL ERVIN MR.",,,Unknown
MD,08,8,MD-08,5,4,2171984,9418,7.0,10,0,0,0,9418,0,10,0,"RASKIN, JAMIE",D,9418,"RASKIN, JAMIE","RILEY, CHERYL",,100.0,0.0,D
ME,01,1,ME-01,6,3,448898,3300,1.0,10,0,0,0,0,3300,10,0,"RUSSELL, RONALD CHARLES",R,3300,"PINGREE, CHELLIE M","RUSSELL, RONALD CHARLES","BASSILE, ELIAS",0.0,100.0,R
ME,02,2,ME-02,5,4,7039379,68168,30.0,2713108,21909955,965704,17855443,59868,8300,-19196847,-16889739,"GOLDEN, JARED",D,59868,"GOLDEN, JARED","THERIAULT, AUSTIN LEO","BALL, KEVIN",87.82419903767163,12.175800962328365,D
MI,01,1,MI-01,8,6,1215850,15875,5.0,49937,0,2370,0,3475,12400,49937,2370,"BERGMAN, JOHN",R,12400,"BARR, CALLIE","BERGMAN, JOHN","GALE, ANDREW",21.88976377952756,78.11023622047244,R
MI,02,2,MI-02,4,2,1094815,3000,1.0,2523,0,1950,0,0,3000,2523,1950,"MOOLENAAR, JOHN MR.",R,3000,"LYNCH, MICHAEL","MOOLENAAR, JOHN MR.","ADAMS, SCOTT CECIL MR",0.0,100.0,R
MI,03,3,MI-03,8,6,4481460,22051,10.0,589002,424296,3315,85000,22051,0,164706,-81685,"SCHOLTEN, HILLARY",D,22051,"SCHOLTEN, HILLARY","HUDSON, PAUL",,100.0,0.0,D
MI,04,4,MI-04,6,6,2312765,25350,7.0,126731,0,4501,0,1250,24100,126731,4501,"HUIZENGA, WILLIAM P",R,24100,"SWARTZ, JESSICA","HUIZENGA, WILLIAM P",,4.930966469428008,95.06903353057199,R
MI,05,5,MI-05,4,3,815810,250,1.0,2346,0,1780,0,250,0,2346,1780,"URBAN, LIBBI DEANN MS",D,250,"URBAN, LIBBI DEANN MS","WALBERG, TIMOTHY L REP","BRONKE, JAMES VICTOR MR",100.0,0.0,D
MI,06,6,MI-06,4,2,379885,3300,1.0,5993,0,0,0,3300,0,5993,0,"DINGELL, DEBBIE",D,3300,"DINGELL, DEBBIE","SMILEY, HEATHER","KREBAUM, WILLIAM B",100.0,0.0,D
MI,07,7,MI-07,4,3,7707283,49143,48.0,2860836,24760297,2107243,24441076,45843,3300,-21899461,-22333833,"HERTEL, CURTIS JR.",D,45843,"HERTEL, CURTIS JR.","BARRETT, THOMAS MORE","DAILEY, LEAH R.",93.28490324156034,6.715096758439655,D
MI,08,8,MI-08,14,9,6002012,48148,43.0,2289558,12320900,1848178,11844511,48148,0,-10031342,-9996333,"MCDONALD RIVET, KRISTEN",D,43298,"MCDONALD RIVET, KRISTEN","JUNGE, PAUL","BARCELO, STEVE; DRAVES, MARY F.; LITTLE, JAMES ALLEN",100.0,0.0,D
MI,09,9,MI-09,5,3,786121,8350,4.0,2289,0,1948,0,1250,7100,2289,1948,"MCCLAIN, LISA",R,7100,"ST MOSLEY, CLINTON","MCCLAIN, LISA",,14.97005988023952,85.02994011976048,R
MI,10,10,MI-10,10,8,5118796,24566,26.0,4450536,11917167,1720581,11888979,24566,0,-7466631,-10168398,"MARLINGA, CARL J.",D,19803,"MARLINGA, CARL J.","JAMES, JOHN","SALIBA, MIKE",100.0,0.0,D
MI,11,11,MI-11,5,4,1542070,13893,13.0,542,0,-3836,0,13893,0,542,-3836,"STEVENS, HALEY",D,12793,"STEVENS, HALEY","FRANGIE, CHARLES",,100.0,0.0,D
MI,12,12,MI-12,10,8,5594574,107274,113.0,13773,11752,7688,0,107274,0,2021,7688,"TLAIB, RASHIDA",D,107274,"TLAIB, RASHIDA","NEHME, HASSAN","SANDERS, BRENDA K.",100.0,0.0,D
MI,13,13,MI-13,9,6,3163194,5929,9.0,1075590,2259270,0,0,5929,0,-1183680,0,"THANEDAR, SHRI",D,3109,"THANEDAR, SHRI","BIVINGS, MARTELL DE'ANGELO","CLARK, CHRISTOPHER JAMES; DARDZINSKI, CHRISTOPHER",100.0,0.0,D
MN,01,1,MN-01,4,3,945012,600,3.0,53738,0,50403,0,0,0,53738,50403,"BOHMAN, RACHEL",,600,,"FINSTAD, BRAD","BOHMAN, RACHEL",,,Unknown
MN,02,2,MN-02,7,5,6055934,31528,18.0,1539641,670497,1400888,665250,30628,900,869144,735638,"CRAIG, ANGELA DAWN",D,30628,"CRAIG, ANGELA DAWN","TEIRAB, JOE","BOWMAN, THOMAS WILLIAM MR.; KOURY, JAKE MARIUS MR",97.14539456990612,2.854605430093885,D
MN,03,3,MN-03,11,9,2849918,1550,5.0,2939374,0,0,0,0,1300,2939374,0,"JUDE, TAD",R,650,"HARRIS, RON","JUDE, TAD","MORRISON, KELLY LOUISE; PHILLIPS, DEAN",0.0,100.0,R
MN,04,4,MN-04,4,4,1049190,6600,2.0,17644,0,0,0,6600,0,17644,0,"MCCOLLUM, BETTY",D,6600,"MCCOLLUM, BETTY","CASEY, MIKE",,100.0,0.0,D
MN,05,5,MN-05,9,4,6456095,73869,103.0,606288,63187,332075,0,0,500,543101,332075,"OMAR, ILHAN",,66089,"GAD, SARAH","AL-AQIDI, DALIA","OMAR, ILHAN; PETERSON, TIMOTHY L; SAMUELS, DON MR.",0.0,100.0,R
MN,06,6,MN-06,5,3,7862697,159466,28.0,121309,0,118034,0,0,159466,121309,118034,"EMMER, THOMAS EARL JR.",R,159466,"WINKELMAN, AUSTIN D","EMMER, THOMAS EARL JR.","HENDRICKS, JEANNE MARIE; REEVES, JAY",0.0,100.0,R
MN,07,7,MN-07,5,5,716277,3300,1.0,13556,0,0,0,0,3300,13556,0,"FISCHBACH, MICHELLE",R,3300,"PETERS, ALVIN JOHN 3205946498","FISCHBACH, MICHELLE",,0.0,100.0,R
MN,08,8,MN-08,4,2,1728933,0,0.0,79131,0,75724,0,0,0,79131,75724,"SCHULTZ, JENNIFER",,0,,"STAUBER, PETER ALLEN","SCHULTZ, JENNIFER",,,Unknown
MO,01,1,MO-01,13,10,7019482,45431,53.0,6819972,8418275,6432476,8406673,45431,0,-1598303,-1974197,"BUSH, CORI",D,27481,"BUSH, CORI","GARTIN, TIMOTHY","ASHBY, STEPHAN BLAKE; RIGGINS, ROCHELLE A.",100.0,0.0,D
MO,02,2,MO-02,8,5,2220207,6600,1.0,0,0,0,0,0,6600,0,0,"WAGNER, ANN L.",R,6600,"HARTMANN, RAY","WAGNER, ANN L.",,0.0,100.0,R
MO,03,3,MO-03,17,15,1197413,0,0.0,1977964,1316732,0,0,0,0,661232,0,"SCHAEFER, KURT",R,0,"DALY, ANDREW","SCHAEFER, KURT",,,,Unknown
MO,04,4,MO-04,5,2,550840,0,0.0,0,0,0,0,0,0,0,0,"ALFORD, MARK",R,0,"MCCAFFREE, MIKE","ALFORD, MARK","CASS, JEANETTE; HEIDENREICH, ALEXANDER JS REV",,,Unknown
MO,05,5,MO-05,5,2,425392,932,2.0,10,0,0,0,500,432,10,0,"CLEAVER, EMANUEL II",D,500,"CLEAVER, EMANUEL II","SMITH, SEAN",,53.648068669527895,46.3519313304721,Mixed
MO,06,6,MO-06,9,8,900074,0,0.0,0,0,0,0,0,0,0,0,"GRAVES, SAMUEL B. JR.",R,0,"MAY, PAM","GRAVES, SAMUEL B. JR.","MAIDMENT, EDWARD A. (ANDY)",,,Unknown
MO,07,7,MO-07,7,5,305456,0,0.0,160,0,160,0,0,0,160,160,"BURLISON, ERIC",R,0,"HESKETH, MISSI MS.","BURLISON, ERIC",,,,Unknown
MO,08,8,MO-08,6,5,3396452,1500,2.0,0,0,0,0,0,1500,0,0,"SMITH, JASON T",R,1500,"MCCALLIAN, RANDI MCCALLIAN","SMITH, JASON T",,0.0,100.0,R
MP,AL,0,MP-AL,4,1,1650,0,0.0,0,0,0,0,0,0,0,0," GONZALES, JOHN OLIVER DELOS REYES",,0,"SABLAN, GREGORIO KILILI CAMACHO REP.",," GONZALES, JOHN OLIVER DELOS REYES",,,Unknown
MS,01,1,MS-01,3,3,558332,6600,2.0,0,0,0,0,0,6600,0,0,"KELLY, JOHN TRENT",R,6600,"BLACK, DIANNE DODSON","KELLY, JOHN TRENT",,0.0,100.0,R
MS,02,2,MS-02,4,4,535881,480,1.0,1409,0,0,0,480,0,1409,0,"THOMPSON, BENNIE G.",D,480,"THOMPSON, BENNIE G.","ELLER, RON",,100.0,0.0,D
MS,03,3,MS-03,2,2,413824,6600,1.0,0,0,0,0,0,6600,0,0,"GUEST, MICHAEL PATRICK",R,6600,"RIOS, ANGEL ANTHONY MR.","GUEST, MICHAEL PATRICK",,0.0,100.0,R
MS,04,4,MS-04,4,4,599827,6600,1.0,39500,0,2500,0,0,6600,39500,2500,"EZELL, WALTER MICHAEL",R,6600,"RAYBON, CRAIG ELLIOT","EZELL, WALTER MICHAEL",,0.0,100.0,R
MT,01,1,MT-01,6,4,8581005,39538,29.0,1086851,4745206,559217,4531305,26300,13238,-3658355,-3972088,"TRANEL, MONICA",D,26300,"TRANEL, MONICA","ZINKE, RYAN K","HAYES, DENNIS",66.51828620567555,33.48171379432445,Mixed
MT,02,2,MT-02,15,15,2378438,1910,4.0,760219,0,34046,0,400,1510,760219,34046,"DOWNING, TROY",R,1010,"HAMM, KEVIN","DOWNING, TROY",,20.94240837696335,79.05759162303664,R
